ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS
381,1710,3,6,,,-4.53,129.9,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,1.5,Severe (~>$5 to $24 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/381,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1710, five weeks before April 10 (March 6?). There was a ""large and terrible"" earthquake at Bandaneira. The surface of the earth did not repose for a month. Most of the homes were substantially damaged. The sea repeatedly surged on to land as far as Fort Nassau and left fish in front of the water gates. 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1710, March 6. Banda Island, Banda Sea. Banda Neira. Great wave with some damage."
380,1708,11,28,,,-3.69,128.15,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,2,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/380,"1708, November 28, between 22:00 and 23:00. A tidal wave burst into Ambon Bay with a loud noise and inundated the region as far as the homes on the slopes of Mount Batu Mera, east of the city. Streams flowed backwards, and bridges were smashed. Then the water again surged back in a strong current and retreated so far that it was scarcely visible. Both the flood and ebbs lasted so long that one could count to 100-150 during a single flood or ebb. The process lasted until 3:00 on the following day, after which these waves were not observed. A similar phenomenon occurred at midnight In Baguala Bay. No such phenomena were observed on other areas of the coast. (reference #414)
<P>1708, November 28. Dutch East Indies, Amboina (sea 1674). Great sea wave with some damage. (reference #132)
<P>1708,  November 28. Indonesia. A large wave did some damage at Amboina. (reference #40)"
379,1708,2,13,,,34,137,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/379,"Aftershock of 1707 quake. Tsunami damage at Ise Yamada and Mikawa Atsumi, Nagashima (Kuwana), Hachijo Is, tsuanmi. (reference #150)
<P>1708, February 13. There was an earthquake in Mie Prefecture. A tsunami was observed on the coast of Ise and Atsumi Bays and on Hachijo Island. The water rose at Fukiage (region of Ujiyamada) (Reference #414)."
365,1700,9,12,,,36.5,126.5,YELLOW SEA,SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.5,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/365,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1700, September 12. Validity 2. 36.5 N, 126.5 E. In Korea, there was an earthquake and tsunami on the coast of the province of P'yongyan, at Naepo [North Korea]. There was no destruction. (Imamura, 1949; Musya, 1951; Iida et al., 1967)
<P>According to D.N. Rustanovich et al. (1961), an earthquake occurred in the province of Ch'ungch'ong. At Chulgsan, large cracks formed on the surface of the ground. A tsunami occurred. 
<P><blockquote><i>Reference #150:</i></blockquote> 
<P>1700, September 12. 36.5 N, 126.5 E, magnitude 6.5, validity 4. Earthquake and tsunami Heiando [North Korea] and Chuseido earthquake, Uchiura tsunami. No damage. <P><blockquote><i>Reference #79:</i></blockquote> 
<P>1700, September 12. Tsunami source area Heiando, [North] Korea. Tsunami observation Uchiura, W. coast Korea. No damage."
318,1675,3,,,,13,121,SULU SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,,,1,Limited (<$1 million),Few (~1 to 50 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/318,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>In March (February), 1675, there was an earthquake stronger than usual on Luzon and Mindoro Islands. A depression formed on Mindoro Island near the small city of Pola at the foot of one of the mountains. The sea penetrated along it onto the land and flooded a vast and very fertile plain, making it unsuitable for cultivation and habitation. [The possibility of a tsunami is not excluded, although there are no direct indications.]"
312,1673,8,12,,,1.375,127.52,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Volcano,Probable Tsunami,,,1,Limited (<$1 million),Few (~1 to 50 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/312,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1673, August 12, between 22:00 and 23:30 [local time] such a strong earthquake occurred on Ternate Island that no one could remember the like. The southern slope of Ternate Volcano split from top to bottom. Avalanches and rock falls occurred. The houses of the King of Ternate, standing at the foot of the volcano, made of stone and covered with tiles, collapsed completely. The sea ""swelled"" up so much that all the ships in the roadstead almost went to the bottom. Fish were tossed up on the beach in enormous amounts. This destructive phenomenon continued for at least another two months. May 20, 1673 is an additional date given for this tsunami.
<P><blockquote><i>Reference #2379:</i></blockquote> 
<P>Since its first recorded eruption in the 16th century, Gamkonora has typically produced small-to-moderate explosive eruptions. Its largest historical eruption, in 1673 [May 20], was accompanied by tsunamis that inundated villages. 
<P><blockquote><i>Reference #9675:</i></blockquote> 
<P>1673, May 20. Eruption of Gamkonora. Tsunami inundated villages, many deaths. 
<P><blockquote><i>Reference #132:</i></blockquote> 
<P>1673 August 12. Dutch East Indies, Ternate (a small island lying west of Halmahera, which lies northwest of New Guinea). Sea wave of considerable force. 
<P><blockquote><i>Reference #40:</i></blockquote> 
<P>1673 August 12. Indonesia, Ternate (00 deg 48 min N, 127 deg 20 min E), (a small island west of Halmahera). Sea wave of considerable force."
307,1670,12,17,,,35.5,141,"BOSO, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.4,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/307,"December 17, 1670, 35.5 N, 141 E, magnitude 6.4. Tsunami damage at Unakami County, Chiba Pref. Earthquake and tsunami. (reference #150)"
288,1661,1,8,,,23,120.1,SOUTH CHINA SEA,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,6,,1.5,Limited (<$1 million),Few (~1 to 50 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/288,"<blockquote><i>Reference #3939</i></blockquote> 
<P>1661, February 15. Near Tainan, Taiwan Province, 23 N, 120.2 E, magnitude 6, intensity VII-VIII. At Anping, 23 houses collapsed, many firm buildings were also destroyed. The city wall of ""Haidi"" cracked at several places. The church at Shanhua built with bamboo collapsed. Ships in the harbour almost capsized. Sea water was turbulent. Flssures occurred at several places, especially in hilly regions. <B>The death toll was considerable</B>. Residents fled into the mountains.
<P>Shocks lasted for 6 weeks (others said 6 days). <blockquote><i>Reference #414</i></blockquote> 
<P>1661 (mistakenly 1660) January 8 or 9. There was a very strong earthquake on Taiwan Island. ""All the mountains collapsed ."" Thirty-one homes collapsed at T'ainan. The thick walls of the Zelandia fort (Anpin) cracked at several places and collapsed here and there. Three ships in the port spun in an unusual way. A flood tide from the sea rose so high that it looked like a mountain. It seemed as if it would flood the island completely. Underground shocks, gradually abating, continued for another six weeks. <blockquote><i>Reference #150</i></blockquote> 
<P>1661, January 8 or 9. SW Taiwan, 23 N, 120.1 E, magnitude 6.4, Anpin tsunami. 
<blockquote><i>Reference #79</i></blockquote> 
<P>1661, January 8 or 9. Taiwan. Sea violently agitated, ships dashed about. Perhaps a sea quake."
283,1657,12,,,,-3,128,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/283,"<blockquote><i>Reference #414:</i></blockquote> 
<P>1657 (or 1659), December. Validity 2. There was an earthquake on the islands of Buru and Ambon and in many other places. Ships riding at anchor at a depth of 55-70 m spun so that it was feared that they would run aground on the shore, the reefs or the shoals."
268,1649,12,9,,,35.5,126,YELLOW SEA,SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.5,,1,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/268,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1649, December 9, validity 2. In Korea, there was an earthquake in the Wonsan region. A tsunami was observed on the coast of the Yellow Sea in the province of Cholla. Six villages suffered damage.
<P><blockquote><i>Reference #150:</i></blockquote> 
<P>1649. December 9. 35.5 N, 126 E, magnitude 6.5, validity 4. Zenrado Province affected by shock. Near Banzan tsunami. 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1649, December 9. Source near Banzan. Tsunami observation Zenrado Province, Korea."
262,1646,4,5,,,41.04,28.98,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/262,"1646, April 5. Zone of the Sea of Marmara, Strait of Bosporus, tsunami intensity 3-4, reliability possible. The earthquake occurred in Istanbul. The sea rushed onto the dry land with such a force that 136 ships that were in the roadstead were cast ashore. (reference #2130)
<P>1646, April 5. Marmara Sea, 41 N, 29 E, reliability 0. Damaging inundation in Constantinople. (reference #2427)
<P>1646, April 5. At Constantinople the sea rushed in so violently that it threw 136 ships up on the strand. (reference #3470)
<P>1646 April 5. Constantinople. (references #14, #15, #20) 
<P>1646, April 5. Also, at the same time at Constantinople. At Constantinople the sea rushed in so violently that it threw 136 ships up on the strand. (reference #521)
<P>1646 April 5. Constantinople (Istanbul), intensity 3.
In Pinars earthquake catalogue, we find an earthquake
which occurred in Constantinople on April 1646. As a result of the shock 136 ships, we are informed, were thrown on land. This event we also find in Huot (1837) who adds that the earthquake shock itself was not severe. Nevertheless, the sea rushed inland so violently that 136 sailing ships were cast on shore. The original source of information seems to be a letter of Dr. Vivoli, to which unfortunately have not had access. It is quite clear that what Huot describes is the result of a seismic sea-wave which it is of interest to notice that in this case was caused by a rather mild shock.
<P>From Mallet (1858) we learn that on April 5, 1646, an earthquake occurred also in Italy. Magri (1647) says that this earthquake caused much damage in Livorno where sea-waves damaged the ships at anchor in the harbour of the town. Mallet regards these two earthquakes to have occurred simultaneously on the 5th of April 1646. On the basis of the available information on these two events it is difficult to appreciate this coincidence. If Mallets view was correct, it is difficult to distinguish whether the event of April in Constantinople was the result of a strong sea-wave which was set up by the Livorno earthquake or of a local seismic sea-wave.
<P>(above from reference #27)"
258,1643,7,25,,,35.5,129.5,SEA OF JAPAN,SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.5,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/258,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1643, July 25 (24), validity 2. 35.5 N, 129.5 E. There was an earthquake in Korea on the coast of the province of Kyongsan (about 60 km north of Pusan). Tidal waves were observed after the earthquake. 
<P><blockquote><i>Reference #150:</i></blockquote> 
<P>1643, July 25. 35.5 N, 129.5 E, magnitude 6.5, validity 4. Some earth wall destroyed. Keishodo, about 60 km
N. of Pusan, earthquake and SE coast small tsunami. Tide oscillations after shock. 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1643, July 24 or 25. Source area southeast tip of Korea, tsunami observation Keshodo, Korea (about 60 km n. of Pusan). Tide oscillation after earthquake. July 24 date is given by Musya, 1941. July 25 is given in Musya summary (1951) and by Imamura."
254,1640,9,16,,,23,117,SOUTH CHINA SEA,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/254,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1640, September 16, validity 2. There was an earthquake (23 N, 117 E) in the province of Kwangtung in China. A tsunami was observed at Chenghai, Chuogang and Chieyang (according to the chronicles of these localities). 
<P><blockquote><i>Reference #150</i></blockquote> 
<P>1640, September 16. 23 N 117 E, validity 4. Kwantung, Chenghai, Chuoyang and Chieyang, earthquake and tsunami. 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1640, September 16. 23 N, 117 E, S. China sea. Earthquake and Tsunami. China, Kwantung, Chenghai, Chuoyang, and Chieyang.
<P><P><blockquote><i>Reference #8575:</i></blockquote> 
<P>Lee (1998) cited the publication of Zhou and Adams (1986) as one of the data sources for a tsunami event on the SE Chinese coast on 16 September 1640. However, it appears that Zhou and Adams have not included this event in their work. Interestingly they have reported a tsunami at the same location for the year 1641."
243,1629,8,1,,,-4.6,129.9,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,3,Moderate (~$1 to $5 million),Some (~51 to 100 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/243,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>August 1, 1629, 21:30 [local time]. Validity 3. The Banda Islands felt  a strong earthquake; the ground cracked. Half an hour later, a high mountain of water appeared in the strait between Lonthor and Neira Islands. The tidal wave rolled directly onto Fort Nassau and the coastal settlement of Bandaneira on Neira Island. The water rose 16 m (9 fathoms) above the spring flood tide mark (according to Perrey, the water inundated Fort Nassau by 3 m [9 feet]). The stone breakwater in front of the fortress was washed away. The water invaded the fort with such force that a cannon weighing 1 1/2 tons was dragged 11 m. Several homes on the shore were washed away, and others were destroyed. The wave rose three times and spun the ""Brill,"" which was riding at anchor in the roadstead, though the ship was not damaged. Many fish were tossed up on shore. 
<P>In the eastern direction, the tidal waves surged onto the coast of Lonthor Island, where a stone breakwater was also washed away. The rise of water was 4 m (13 feet) here, and a proa, situated at Cape Mandjangi was dragged inland past the guard post. The fishermen at open sea did not observe any signs of a tidal wave.
<br><P>1630 or 1631. A date for the tsunami of 1.VIII.1629."
